Id,Id2,Geography,male_tot,female_tot,tsr,pop_1864,male_1864,female_1864,asr_1864,male_1824,female_1824,male_2544,female_2544
0500000US47083,47083,"Houston County, Tennessee",4144,4282,96.8,4931,2445,2486,98.4,330,315,948,969
0500000US47085,47085,"Humphreys County, Tennessee",9115,9423,96.7,11040,5467,5573,98.1,727,649,2136,2189
0500000US47087,47087,"Jackson County, Tennessee",5810,5828,99.7,7212,3642,3570,102,447,375,1351,1335
0500000US47089,47089,"Jefferson County, Tennessee",25245,26162,96.5,31714,15535,16179,96,2492,2617,6062,6121
0500000US47091,47091,"Johnson County, Tennessee",9833,8411,116.9,11654,6587,5067,130,872,564,2899,1917
0500000US47093,47093,"Knox County, Tennessee",210085,222141,94.6,281245,138126,143119,96.5,25063,25112,57821,58891
0500000US47095,47095,"Lake County, Tennessee",4987,2845,175.3,5449,3772,1677,224.9,616,211,1898,672
0500000US47097,47097,"Lauderdale County, Tennessee",14603,13212,110.5,17644,9644,8000,120.6,1469,1118,4576,3310
0500000US47099,47099,"Lawrence County, Tennessee",20432,21437,95.3,24602,12134,12468,97.3,1663,1691,5002,5108
0500000US47101,47101,"Lewis County, Tennessee",5954,6207,95.9,7292,3591,3701,97,443,454,1399,1414
0500000US47103,47103,"Lincoln County, Tennessee",16268,17093,95.2,20025,9898,10127,97.7,1341,1252,3764,3917
0500000US47105,47105,"Loudon County, Tennessee",23828,24728,96.4,28254,13907,14347,96.9,1665,1557,5250,5303
0500000US47107,47107,"McMinn County, Tennessee",25387,26879,94.4,31658,15479,16179,95.7,2075,2133,6175,6379
0500000US47109,47109,"McNairy County, Tennessee",12804,13271,96.5,15450,7672,7778,98.6,990,961,3050,3063
0500000US47111,47111,"Macon County, Tennessee",10959,11289,97.1,13547,6792,6755,100.5,954,912,2890,2840
0500000US47113,47113,"Madison County, Tennessee",46648,51646,90.3,61728,29184,32544,89.7,5237,5911,11580,12806
0500000US47115,47115,"Marion County, Tennessee",13871,14366,96.6,17587,8700,8887,97.9,1124,1081,3445,3341
0500000US47117,47117,"Marshall County, Tennessee",14965,15652,95.6,19049,9344,9705,96.3,1187,1223,3930,4040
0500000US47119,47119,"Maury County, Tennessee",39155,41801,93.7,50820,24660,26160,94.3,3346,3315,10245,10779
0500000US47121,47121,"Meigs County, Tennessee",5847,5906,99,7342,3672,3670,100.1,422,413,1456,1411
0500000US47123,47123,"Monroe County, Tennessee",22021,22498,97.9,27023,13389,13634,98.2,1756,1674,5366,5391
0500000US47125,47125,"Montgomery County, Tennessee",84454,87877,96.1,110326,53991,56335,95.8,10580,10878,26276,26707
0500000US47127,47127,"Moore County, Tennessee",3129,3233,96.8,3783,1888,1895,99.6,222,212,757,730
0500000US47129,47129,"Morgan County, Tennessee",12107,9880,122.5,14349,8321,6028,138,1086,713,3849,2424
0500000US47131,47131,"Obion County, Tennessee",15326,16481,93,19209,9456,9753,97,1216,1165,3829,3968
0500000US47133,47133,"Overton County, Tennessee",10899,11184,97.5,13243,6604,6639,99.5,836,788,2661,2673
0500000US47135,47135,"Perry County, Tennessee",3974,3941,100.8,4646,2337,2309,101.2,311,298,876,865
0500000US47137,47137,"Pickett County, Tennessee",2550,2527,100.9,2963,1487,1476,100.7,177,160,548,524
0500000US47139,47139,"Polk County, Tennessee",8371,8454,99,10228,5132,5096,100.7,645,591,2043,2019
0500000US47141,47141,"Putnam County, Tennessee",35818,36503,98.1,46189,23270,22919,101.5,5835,4986,8900,8703
0500000US47143,47143,"Rhea County, Tennessee",15568,16241,95.9,19357,9554,9803,97.5,1457,1516,3821,3860
0500000US47145,47145,"Roane County, Tennessee",26628,27553,96.6,32841,16179,16662,97.1,1874,1886,5995,6123
0500000US47147,47147,"Robertson County, Tennessee",32634,33649,97,41437,20499,20938,97.9,2685,2558,8835,9029
0500000US47149,47149,"Rutherford County, Tennessee",129726,132878,97.6,172324,85311,87013,98,16576,16001,39409,39999
0500000US47151,47151,"Scott County, Tennessee",10911,11317,96.4,13545,6772,6773,100,952,870,2902,2916
0500000US47153,47153,"Sequatchie County, Tennessee",7006,7106,98.6,8588,4322,4266,101.3,604,489,1741,1746
0500000US47155,47155,"Sevier County, Tennessee",44313,45576,97.2,56080,27614,28466,97,3917,3523,11302,11305
0500000US47157,47157,"Shelby County, Tennessee",442652,484992,91.3,587678,280561,307117,91.4,46799,47617,122354,132365
0500000US47159,47159,"Smith County, Tennessee",9439,9727,97,11920,5931,5989,99,769,741,2366,2450
0500000US47161,47161,"Stewart County, Tennessee",6655,6669,99.8,8055,4052,4003,101.2,525,477,1519,1523
0500000US47163,47163,"Sullivan County, Tennessee",75826,80997,93.6,95315,46777,48538,96.4,5987,5842,18486,18814
0500000US47165,47165,"Sumner County, Tennessee",78389,82256,95.3,99753,48874,50879,96.1,6291,5977,20866,21910
0500000US47167,47167,"Tipton County, Tennessee",29946,31135,96.2,37690,18466,19224,96.1,2720,2604,7826,8144
0500000US47169,47169,"Trousdale County, Tennessee",3912,3958,98.8,4870,2405,2465,97.6,334,308,957,1005
0500000US47171,47171,"Unicoi County, Tennessee",8963,9350,95.9,11021,5493,5528,99.4,655,598,2083,2143
0500000US47173,47173,"Union County, Tennessee",9524,9585,99.4,11914,5943,5971,99.5,795,802,2380,2331
0500000US47175,47175,"Van Buren County, Tennessee",2769,2779,99.6,3449,1730,1719,100.6,194,180,641,633
0500000US47177,47177,"Warren County, Tennessee",19653,20186,97.4,24115,12063,12052,100.1,1522,1556,5262,4979
0500000US47179,47179,"Washington County, Tennessee",60089,62890,95.5,79391,39165,40226,97.4,6805,7410,15915,15842
0500000US47181,47181,"Wayne County, Tennessee",9402,7619,123.4,10989,6409,4580,139.9,843,584,3018,1761
0500000US47183,47183,"Weakley County, Tennessee",17159,17862,96.1,22645,11261,11384,98.9,3086,2962,3885,3856
0500000US47185,47185,"White County, Tennessee",12640,13201,95.8,15502,7730,7772,99.5,1024,966,3096,3057
0500000US47187,47187,"Williamson County, Tennessee",89336,93846,95.2,111746,54071,57675,93.8,5558,5028,22500,25096
0500000US47189,47189,"Wilson County, Tennessee",55834,58159,96,71564,34985,36579,95.6,4288,4009,14624,15637
0500000US48001,48001,"Anderson County, Texas",35521,22937,154.9,39645,26243,13402,195.8,2841,1854,13320,5423
0500000US48003,48003,"Andrews County, Texas",7368,7418,99.3,8811,4375,4436,98.6,724,690,1839,1903
0500000US48005,48005,"Angelina County, Texas",42515,44256,96.1,51722,25545,26177,97.6,3951,4027,10739,11228
0500000US48007,48007,"Aransas County, Texas",11485,11673,98.4,13033,6386,6647,96.1,809,719,2120,2177
0500000US48009,48009,"Archer County, Texas",4563,4491,101.6,5422,2763,2659,103.9,389,297,961,975
0500000US48011,48011,"Armstrong County, Texas",928,973,95.4,1084,538,546,98.5,48,52,206,197
0500000US48013,48013,"Atascosa County, Texas",22130,22781,97.1,26338,12998,13340,97.4,1963,1916,5311,5433
0500000US48015,48015,"Austin County, Texas",14073,14344,98.1,16864,8440,8424,100.2,1064,1033,3279,3207
0500000US48017,48017,"Bailey County, Texas",3621,3544,102.2,3940,2016,1924,104.8,332,323,887,830
0500000US48019,48019,"Bandera County, Texas",10172,10313,98.6,12348,6082,6266,97.1,581,541,1869,1907
0500000US48021,48021,"Bastrop County, Texas",37997,36174,105,46218,24051,22167,108.5,3132,2609,9833,8948
0500000US48023,48023,"Baylor County, Texas",1795,1931,93,2023,990,1033,95.8,109,140,355,378
0500000US48025,48025,"Bee County, Texas",19063,12798,149,21436,13995,7441,188.1,2387,1171,6902,2982
0500000US48027,48027,"Bell County, Texas",153464,156771,97.9,195115,96783,98332,98.4,20376,18708,45685,46156
0500000US48029,48029,"Bexar County, Texas",840840,873933,96.2,1073604,529038,544566,97.1,97724,91616,239759,244262
0500000US48031,48031,"Blanco County, Texas",5300,5197,102,6292,3160,3132,100.9,325,291,1068,1029
0500000US48033,48033,"Borden County, Texas",335,306,109.5,370,195,175,111.4,25,17,71,60
0500000US48035,48035,"Bosque County, Texas",9053,9159,98.8,10197,5130,5067,101.2,615,558,1841,1874
0500000US48037,48037,"Bowie County, Texas",46758,45807,102.1,57010,29837,27173,109.8,4317,3722,13256,11275
0500000US48039,48039,"Brazoria County, Texas",159000,154166,103.1,196258,100942,95316,105.9,13387,12198,46420,44442
0500000US48041,48041,"Brazos County, Texas",98630,96221,102.5,140961,72284,68677,105.3,31373,28739,25358,23626
0500000US48043,48043,"Brewster County, Texas",4636,4596,100.9,5824,2970,2854,104.1,457,419,1146,1076
0500000US48045,48045,"Briscoe County, Texas",815,822,99.1,917,463,454,102,53,49,171,161
0500000US48047,48047,"Brooks County, Texas",3579,3644,98.2,3991,1992,1999,99.6,364,337,709,709
0500000US48049,48049,"Brown County, Texas",18838,19268,97.8,22381,11197,11184,100.1,1766,1691,4363,4271
0500000US48051,48051,"Burleson County, Texas",8504,8683,97.9,10135,5031,5104,98.6,634,643,1868,1869
0500000US48053,48053,"Burnet County, Texas",20989,21761,96.5,24884,12234,12650,96.7,1616,1418,4545,4725
0500000US48055,48055,"Caldwell County, Texas",19180,18886,101.6,23498,11992,11506,104.2,2478,1934,4747,4795
0500000US48057,48057,"Calhoun County, Texas",10847,10534,103,12476,6357,6119,103.9,933,874,2472,2486
0500000US48059,48059,"Callahan County, Texas",6607,6937,95.2,7854,3871,3983,97.2,482,434,1417,1519
0500000US48061,48061,"Cameron County, Texas",195394,210826,92.7,227130,107261,119869,89.5,20007,19975,48453,55177
0500000US48063,48063,"Camp County, Texas",6086,6315,96.4,7053,3426,3627,94.5,494,506,1338,1444
0500000US48065,48065,"Carson County, Texas",3042,3140,96.9,3534,1747,1787,97.8,174,188,662,683
0500000US48067,48067,"Cass County, Texas",14777,15687,94.2,17584,8515,9069,93.9,1036,1122,3219,3508
0500000US48069,48069,"Castro County, Texas",4084,3978,102.7,4462,2289,2173,105.3,346,319,954,911
0500000US48071,48071,"Chambers County, Texas",17661,17435,101.3,21791,10949,10842,101,1430,1347,4630,4911
0500000US48073,48073,"Cherokee County, Texas",25850,24995,103.4,30064,15683,14381,109.1,2590,2166,6346,5823
0500000US48075,48075,"Childress County, Texas",4121,2920,141.1,4468,2875,1593,180.5,611,185,1479,660
0500000US48077,48077,"Clay County, Texas",5283,5469,96.6,6391,3128,3263,95.9,334,340,1109,1183
0500000US48079,48079,"Cochran County, Texas",1535,1592,96.4,1744,876,868,100.9,149,141,324,340
0500000US48081,48081,"Coke County, Texas",1626,1694,96,1759,861,898,95.9,99,78,298,308
0500000US48083,48083,"Coleman County, Texas",4416,4479,98.6,4982,2452,2530,96.9,261,306,876,887
0500000US48085,48085,"Collin County, Texas",384363,397978,96.6,497616,243308,254308,95.7,29164,27484,118792,126910
0500000US48087,48087,"Collingsworth County, Texas",1498,1559,96.1,1666,829,837,99,115,107,342,325
0500000US48089,48089,"Colorado County, Texas",10347,10527,98.3,11866,5945,5921,100.4,784,726,2122,2154
0500000US48091,48091,"Comal County, Texas",53254,55218,96.4,65920,32243,33677,95.7,3882,3633,12020,12647
0500000US48093,48093,"Comanche County, Texas",6885,7089,97.1,7671,3863,3808,101.4,528,490,1443,1450
0500000US48095,48095,"Concho County, Texas",2793,1294,215.8,2950,2228,722,308.6,202,70,1254,252
0500000US48097,48097,"Cooke County, Texas",19056,19381,98.3,22506,11186,11320,98.8,1747,1598,4239,4378
0500000US48099,48099,"Coryell County, Texas",36892,38496,95.8,48699,23712,24987,94.9,5209,4276,11750,12777
0500000US48101,48101,"Cottle County, Texas",713,792,90,797,377,420,89.8,44,43,117,152
0500000US48103,48103,"Crane County, Texas",2145,2230,96.2,2593,1302,1291,100.9,205,184,522,547
0500000US48105,48105,"Crockett County, Texas",1831,1888,97,2180,1092,1088,100.4,115,127,447,443
0500000US48107,48107,"Crosby County, Texas",2917,3142,92.8,3254,1574,1680,93.7,209,229,641,686
0500000US48109,48109,"Culberson County, Texas",1167,1231,94.8,1377,644,733,87.9,103,106,249,285
0500000US48111,48111,"Dallam County, Texas",3482,3221,108.1,4071,2155,1916,112.5,331,298,987,885
0500000US48113,48113,"Dallas County, Texas",1171002,1197137,97.8,1505904,749899,756005,99.2,120627,115636,365193,362835
0500000US48115,48115,"Dawson County, Texas",7815,6018,129.9,8478,5185,3293,157.5,961,454,2611,1370
0500000US48117,48117,"Deaf Smith County, Texas",9652,9720,99.3,10907,5513,5394,102.2,968,885,2456,2415
0500000US48119,48119,"Delta County, Texas",2563,2668,96.1,3009,1473,1536,95.9,204,186,535,574
0500000US48121,48121,"Denton County, Texas",325960,336654,96.8,434311,212391,221920,95.7,33869,36133,102019,105856
0500000US48123,48123,"DeWitt County, Texas",10447,9650,108.3,11927,6556,5371,122.1,704,676,2721,2025
0500000US48125,48125,"Dickens County, Texas",1383,1061,130.3,1471,880,591,148.9,125,55,419,199
0500000US48127,48127,"Dimmit County, Texas",4839,5157,93.8,5576,2729,2847,95.9,451,419,1045,1145
0500000US48129,48129,"Donley County, Texas",1825,1852,98.5,2141,1081,1060,102,249,213,357,356
0500000US48131,48131,"Duval County, Texas",6077,5705,106.5,6816,3685,3131,117.7,644,504,1482,1250
0500000US48133,48133,"Eastland County, Texas",9071,9512,95.4,10732,5353,5379,99.5,1009,857,1827,1888
0500000US48135,48135,"Ector County, Texas",67686,69444,97.5,83368,41377,41991,98.5,7658,7714,18016,18093
0500000US48137,48137,"Edwards County, Texas",1021,981,104.1,1148,578,570,101.4,79,68,169,193
0500000US48139,48139,"Ellis County, Texas",73870,75740,97.5,91350,44947,46403,96.9,6786,6490,19055,20215
0500000US48141,48141,"El Paso County, Texas",387876,412771,94,477611,230957,246654,93.6,46300,43130,102001,109497
0500000US48143,48143,"Erath County, Texas",18605,19285,96.5,24663,12208,12455,98,3501,3867,4441,4301
0500000US48145,48145,"Falls County, Texas",8494,9372,90.6,11114,5169,5945,86.9,888,775,1967,2665
0500000US48147,48147,"Fannin County, Texas",17988,15927,112.9,20647,11429,9218,124,1659,1142,4793,3626
0500000US48149,48149,"Fayette County, Texas",12081,12473,96.9,13896,6988,6908,101.2,799,736,2462,2413
0500000US48151,48151,"Fisher County, Texas",1958,2016,97.1,2192,1117,1075,103.9,141,116,388,411
0500000US48153,48153,"Floyd County, Texas",3176,3270,97.1,3439,1699,1740,97.6,223,244,676,713
0500000US48155,48155,"Foard County, Texas",637,699,91.1,739,376,363,103.6,40,56,133,125
0500000US48157,48157,"Fort Bend County, Texas",287368,298007,96.4,368782,179138,189644,94.5,24000,22090,78639,87473
0500000US48159,48159,"Franklin County, Texas",5215,5390,96.8,6022,2951,3071,96.1,418,413,1090,1136
0500000US48161,48161,"Freestone County, Texas",10437,9379,111.3,11901,6535,5366,121.8,700,662,2857,2113
0500000US48163,48163,"Frio County, Texas",10032,7185,139.6,11022,6962,4060,171.5,1461,631,3535,1649
0500000US48165,48165,"Gaines County, Texas",8798,8728,100.8,9843,5007,4836,103.5,957,849,2179,2214
0500000US48167,48167,"Galveston County, Texas",144234,147075,98.1,184338,91719,92619,99,13249,12294,37808,39118
0500000US48169,48169,"Garza County, Texas",4092,2369,172.7,4483,3102,1381,224.6,676,221,1355,586
0500000US48171,48171,"Gillespie County, Texas",11968,12869,93,13210,6379,6831,93.4,739,660,2219,2253
0500000US48173,48173,"Glasscock County, Texas",649,577,112.5,714,378,336,112.5,33,33,157,146
0500000US48175,48175,"Goliad County, Texas",3596,3614,99.5,4190,2078,2112,98.4,243,209,698,742
0500000US48177,48177,"Gonzales County, Texas",9959,9848,101.1,11447,5868,5579,105.2,907,822,2343,2260
0500000US48179,48179,"Gray County, Texas",11703,10832,108,13352,7339,6013,122.1,904,818,3318,2501
0500000US48181,48181,"Grayson County, Texas",58917,61960,95.1,72970,35805,37165,96.3,5606,5616,14030,14406
0500000US48183,48183,"Gregg County, Texas",59468,62262,95.5,74233,36796,37437,98.3,6607,6139,15652,15671
0500000US48185,48185,"Grimes County, Texas",14487,12117,119.6,16873,9703,7170,135.3,1301,891,4039,2755
0500000US48187,48187,"Guadalupe County, Texas",64762,66771,97,79832,38997,40835,95.5,5626,5477,16785,17965
0500000US48189,48189,"Hale County, Texas",18737,17536,106.8,21404,11490,9914,115.9,2273,1807,5037,4206
0500000US48191,48191,"Hall County, Texas",1657,1696,97.7,1727,862,865,99.7,126,100,304,329
0500000US48193,48193,"Hamilton County, Texas",4195,4322,97.1,4596,2318,2278,101.8,280,273,894,817
0500000US48195,48195,"Hansford County, Texas",2803,2810,99.8,3144,1590,1554,102.3,214,206,670,671
0500000US48197,48197,"Hardeman County, Texas",2051,2088,98.2,2312,1145,1167,98.1,132,134,438,454
0500000US48199,48199,"Hardin County, Texas",26942,27693,97.3,33143,16314,16829,96.9,2322,2223,6630,7016
0500000US48201,48201,"Harris County, Texas",2037405,2055054,99.1,2611137,1307214,1303923,100.3,212866,200683,629953,619919
0500000US48203,48203,"Harrison County, Texas",32224,33407,96.5,39934,19639,20295,96.8,3041,2984,7802,8117
0500000US48205,48205,"Hartley County, Texas",3700,2362,156.6,3936,2671,1265,211.1,151,103,1470,596
0500000US48207,48207,"Haskell County, Texas",3104,2795,111.1,3385,1892,1493,126.7,259,161,780,547
0500000US48209,48209,"Hays County, Texas",78255,78852,99.2,105061,52357,52704,99.3,13640,14271,21038,20227
0500000US48211,48211,"Hemphill County, Texas",1928,1879,102.6,2199,1142,1057,108,135,119,516,469
0500000US48213,48213,"Henderson County, Texas",38468,40064,96,45658,22444,23214,96.7,3157,3057,8579,8713
0500000US48215,48215,"Hidalgo County, Texas",376944,397825,94.8,434037,208097,225940,92.1,41424,41646,100816,109694
0500000US48217,48217,"Hill County, Texas",17208,17881,96.2,20151,9921,10230,97,1480,1479,3826,3886
0500000US48219,48219,"Hockley County, Texas",11297,11638,97.1,13781,6874,6907,99.5,1432,1357,2591,2663
0500000US48221,48221,"Hood County, Texas",25181,26001,96.8,29388,14471,14917,97,1736,1626,5294,5391
0500000US48223,48223,"Hopkins County, Texas",17421,17740,98.2,20719,10334,10385,99.5,1514,1433,4181,4230
0500000US48225,48225,"Houston County, Texas",12769,10963,116.5,14244,8065,6179,130.5,898,743,3428,2326
0500000US48227,48227,"Howard County, Texas",19720,15292,129,22540,13556,8984,150.9,2203,1465,5236,3601
0500000US48229,48229,"Hudspeth County, Texas",1750,1726,101.4,1957,992,965,102.8,150,117,375,381
0500000US48231,48231,"Hunt County, Texas",42700,43429,98.3,52709,26205,26504,98.9,4363,4239,10373,10609
0500000US48233,48233,"Hutchinson County, Texas",11077,11073,100,13056,6604,6452,102.4,871,863,2673,2631
0500000US48235,48235,"Irion County, Texas",807,792,101.9,940,479,461,103.9,63,46,157,163
0500000US48237,48237,"Jack County, Texas",5030,4014,125.3,5702,3409,2293,148.7,563,301,1488,887
0500000US48239,48239,"Jackson County, Texas",6947,7128,97.5,8183,4091,4092,100,562,552,1608,1600
0500000US48241,48241,"Jasper County, Texas",17543,18167,96.6,20883,10374,10509,98.7,1335,1346,4193,4065
0500000US48243,48243,"Jeff Davis County, Texas",1187,1155,102.8,1335,670,665,100.8,63,45,167,185
0500000US48245,48245,"Jefferson County, Texas",128946,123327,104.6,159873,84665,75208,112.6,14029,12825,36981,30306
0500000US48247,48247,"Jim Hogg County, Texas",2616,2684,97.5,2973,1492,1481,100.7,225,217,634,614
0500000US48249,48249,"Jim Wells County, Texas",20107,20731,97,23748,11687,12061,96.9,1940,1895,4761,4993
0500000US48251,48251,"Johnson County, Texas",75519,75415,100.1,92454,46559,45895,101.4,6726,6170,19972,19672
0500000US48253,48253,"Jones County, Texas",12383,7819,158.4,13704,9245,4459,207.3,1377,538,4606,1693
0500000US48255,48255,"Karnes County, Texas",8842,5982,147.8,9794,6399,3395,188.5,1055,478,3196,1262
0500000US48257,48257,"Kaufman County, Texas",50811,52539,96.7,62974,30923,32051,96.5,4085,4007,13700,14555
0500000US48259,48259,"Kendall County, Texas",16299,17111,95.3,19727,9637,10090,95.5,1197,1036,3305,3482
0500000US48261,48261,"Kenedy County, Texas",212,204,103.9,255,130,125,104,19,22,47,42
0500000US48263,48263,"Kent County, Texas",392,416,94.2,415,210,205,102.4,19,19,71,74
0500000US48265,48265,"Kerr County, Texas",24068,25557,94.2,27297,13259,14038,94.5,2006,1923,4611,4807
0500000US48267,48267,"Kimble County, Texas",2281,2326,98.1,2617,1301,1316,98.9,124,118,453,444
0500000US48269,48269,"King County, Texas",141,145,97.2,180,93,87,106.9,11,8,32,34
0500000US48271,48271,"Kinney County, Texas",1955,1643,119,2000,1149,851,135,185,101,489,287
0500000US48273,48273,"Kleberg County, Texas",16337,15724,103.9,20330,10523,9807,107.3,3194,2618,4032,3766
0500000US48275,48275,"Knox County, Texas",1835,1884,97.4,1987,1027,960,107,113,128,415,398
0500000US48277,48277,"Lamar County, Texas",24044,25749,93.4,29422,14287,15135,94.4,2248,2303,5726,6055
0500000US48279,48279,"Lamb County, Texas",6964,7013,99.3,7658,3844,3814,100.8,593,533,1554,1580
0500000US48281,48281,"Lampasas County, Texas",9705,9972,97.3,11700,5831,5869,99.4,780,672,2222,2357
0500000US48283,48283,"La Salle County, Texas",4089,2797,146.2,4535,2917,1618,180.3,948,282,1244,641
0500000US48285,48285,"Lavaca County, Texas",9416,9847,95.6,10726,5374,5352,100.4,635,583,1963,1942
0500000US48287,48287,"Lee County, Texas",8410,8202,102.5,9645,4962,4683,106,748,573,1871,1845
0500000US48289,48289,"Leon County, Texas",8385,8416,99.6,9437,4749,4688,101.3,582,543,1675,1672
0500000US48291,48291,"Liberty County, Texas",37190,38453,96.7,47778,23424,24354,96.2,3524,3541,9813,10558
0500000US48293,48293,"Limestone County, Texas",12122,11262,107.6,14096,7525,6571,114.5,1247,884,3133,2538
0500000US48295,48295,"Lipscomb County, Texas",1662,1640,101.3,1907,1010,897,112.6,151,115,411,358
0500000US48297,48297,"Live Oak County, Texas",6195,5336,116.1,6960,3937,3023,130.2,460,362,1751,1023
0500000US48299,48299,"Llano County, Texas",9329,9972,93.6,10222,4936,5286,93.4,451,438,1538,1508
0500000US48301,48301,"Loving County, Texas",46,36,127.8,61,34,27,125.9,7,4,5,8
0500000US48303,48303,"Lubbock County, Texas",137786,141045,97.7,180347,90243,90104,100.2,24352,22806,35938,35446
0500000US48305,48305,"Lynn County, Texas",2947,2968,99.3,3337,1732,1605,107.9,215,190,677,640
0500000US48307,48307,"McCulloch County, Texas",4057,4226,96,4599,2266,2333,97.1,272,255,842,883
0500000US48309,48309,"McLennan County, Texas",114169,120737,94.6,145902,70939,74963,94.6,16125,17357,28044,29150
0500000US48311,48311,"McMullen County, Texas",367,340,107.9,401,204,197,103.6,27,24,66,70
0500000US48313,48313,"Madison County, Texas",7873,5791,136,8763,5480,3283,166.9,1117,452,2830,1337
0500000US48315,48315,"Marion County, Texas",5171,5375,96.2,6267,3057,3210,95.2,350,334,974,1079
0500000US48317,48317,"Martin County, Texas",2411,2388,101,2752,1366,1386,98.6,204,217,575,574
0500000US48319,48319,"Mason County, Texas",1978,2034,97.2,2182,1079,1103,97.8,119,85,344,381
0500000US48321,48321,"Matagorda County, Texas",18363,18339,100.1,21782,10935,10847,100.8,1624,1563,4049,4241
0500000US48323,48323,"Maverick County, Texas",26451,27807,95.1,30208,14589,15619,93.4,2940,2607,6376,6994
0500000US48325,48325,"Medina County, Texas",23656,22350,105.8,27931,14698,13233,111.1,2608,1624,5598,5252
0500000US48327,48327,"Menard County, Texas",1133,1109,102.2,1201,585,616,95,77,51,173,209
0500000US48329,48329,"Midland County, Texas",67242,69630,96.6,84229,41614,42615,97.7,6744,6966,18015,17944
0500000US48331,48331,"Milam County, Texas",12225,12532,97.6,13900,6862,7038,97.5,905,868,2596,2764
0500000US48333,48333,"Mills County, Texas",2445,2491,98.2,2581,1286,1295,99.3,149,129,459,482
0500000US48335,48335,"Mitchell County, Texas",5746,3657,157.1,6350,4287,2063,207.8,887,247,2170,819
0500000US48337,48337,"Montague County, Texas",9665,10054,96.1,11312,5643,5669,99.5,720,701,2164,2143
0500000US48339,48339,"Montgomery County, Texas",225911,229835,98.3,282363,140311,142052,98.8,18752,17453,61822,62941
0500000US48341,48341,"Moore County, Texas",11317,10587,106.9,12798,6641,6157,107.9,1165,986,3051,2824
0500000US48343,48343,"Morris County, Texas",6239,6695,93.2,7415,3570,3845,92.8,481,492,1360,1480
0500000US48345,48345,"Motley County, Texas",613,597,102.7,618,322,296,108.8,35,33,111,95
0500000US48347,48347,"Nacogdoches County, Texas",30800,33724,91.3,41841,19851,21990,90.3,5757,7227,7208,7370
0500000US48349,48349,"Navarro County, Texas",23657,24078,98.3,27949,13886,14063,98.7,2197,2062,5637,5725
0500000US48351,48351,"Newton County, Texas",7445,7000,106.4,8750,4619,4131,111.8,750,504,1823,1595
0500000US48353,48353,"Nolan County, Texas",7561,7655,98.8,8762,4423,4339,101.9,755,575,1719,1727
0500000US48355,48355,"Nueces County, Texas",167038,173185,96.5,211055,104439,106616,98,17438,17641,43642,44070
0500000US48357,48357,"Ochiltree County, Texas",5237,4986,105,5936,3073,2863,107.3,454,452,1430,1289
0500000US48359,48359,"Oldham County, Texas",1035,1017,101.8,1099,513,586,87.5,61,57,194,247
0500000US48361,48361,"Orange County, Texas",40708,41129,99,49857,24971,24886,100.3,3665,3375,10133,10087
0500000US48363,48363,"Palo Pinto County, Texas",13811,14300,96.6,16498,8092,8406,96.3,1125,1104,3100,3248
0500000US48365,48365,"Panola County, Texas",11808,11988,98.5,14221,7124,7097,100.4,1056,974,2792,2832
0500000US48367,48367,"Parker County, Texas",59292,57635,102.9,72775,37153,35622,104.3,5281,4406,14813,14314
0500000US48369,48369,"Parmer County, Texas",5259,5010,105,5831,3051,2780,109.7,538,431,1324,1220
0500000US48371,48371,"Pecos County, Texas",8742,6765,129.2,9864,5906,3958,149.2,776,608,2764,1641
0500000US48373,48373,"Polk County, Texas",24288,21125,115,27190,15197,11993,126.7,2032,1516,6475,4350
0500000US48375,48375,"Potter County, Texas",61919,59154,104.7,74278,39202,35076,111.8,6090,6043,18097,15385
0500000US48377,48377,"Presidio County, Texas",3818,4000,95.5,4165,1954,2211,88.4,307,284,743,949
0500000US48379,48379,"Rains County, Texas",5485,5429,101,6328,3129,3199,97.8,387,336,1110,1157
0500000US48381,48381,"Randall County, Texas",58737,61988,94.8,75543,36870,38673,95.3,6464,6609,15483,15958
0500000US48383,48383,"Reagan County, Texas",1748,1619,108,2008,1052,956,110,153,133,458,407
0500000US48385,48385,"Real County, Texas",1638,1671,98,1796,878,918,95.6,92,85,273,284
0500000US48387,48387,"Red River County, Texas",6266,6594,95,7401,3564,3837,92.9,434,472,1320,1436
0500000US48389,48389,"Reeves County, Texas",8281,5502,150.5,8987,5895,3092,190.7,1108,456,2897,1250
0500000US48391,48391,"Refugio County, Texas",3669,3714,98.8,4162,2098,2064,101.6,306,260,739,781
0500000US48393,48393,"Roberts County, Texas",469,460,102,544,277,267,103.7,26,34,110,107
0500000US48395,48395,"Robertson County, Texas",8230,8392,98.1,9639,4802,4837,99.3,643,663,1837,1910
0500000US48397,48397,"Rockwall County, Texas",38516,39821,96.7,47290,23213,24077,96.4,2631,2371,10639,11359
0500000US48399,48399,"Runnels County, Texas",5197,5304,98,5825,2908,2917,99.7,393,360,1074,1121
0500000US48401,48401,"Rusk County, Texas",28075,25255,111.2,33464,18506,14958,123.7,2820,1992,7897,6087
0500000US48403,48403,"Sabine County, Texas",5301,5533,95.8,5813,2833,2980,95.1,323,323,877,953
0500000US48405,48405,"San Augustine County, Texas",4360,4505,96.8,4955,2466,2489,99.1,327,310,829,843
0500000US48407,48407,"San Jacinto County, Texas",13205,13179,100.2,15486,7707,7779,99.1,1040,915,2725,2790
